date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:01:56	109430/109430	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:01:54%20GMT	https://sigony.com/how-does-measuring-brand-strategy-impact-business-growth/	C:/SITE%20AMPLIO/1/sigony.com/how-does-measuring-brand-strategy-impact-business-growth/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:56	108661/108661	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:11%20GMT	https://sigony.com/what-is-color-psychology-in-marketing/	C:/SITE%20AMPLIO/1/sigony.com/what-is-color-psychology-in-marketing/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:56	2527/2527	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Jan%202025%2023:01:56%20GMT	https://sigony.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsigony.com%2Fportfolio%2Fsylvan-foods-frozen-food-company-design%2F&format=xml	C:/SITE%20AMPLIO/1/sigony.com/wp-json/oembed/1.0/embed19a9	(from https://sigony.com/portfolio/sylvan-foods-frozen-food-company-design/)
20:01:57	109358/109358	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:01:56%20GMT	https://sigony.com/how-to-choose-the-right-method-for-measuring-brand-success/	C:/SITE%20AMPLIO/1/sigony.com/how-to-choose-the-right-method-for-measuring-brand-success/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:57	112948/112948	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2018:07:46%20GMT	https://sigony.com/what-are-the-benefits-of-measuring-brand-strategy-success/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-benefits-of-measuring-brand-strategy-success/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:57	111416/111416	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2018:07:46%20GMT	https://sigony.com/what-are-the-key-metrics-for-brand-strategy-success/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-key-metrics-for-brand-strategy-success/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:57	93744/93744	---M--	200	added ('OK')	image/jpeg	etag:%226700084b-16e30%22	https://sigony.com/wp-content/uploads/2024/10/sigony_sylvan_placeholder_02.jpg	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/10/sigony_sylvan_placeholder_02.jpg	(from https://sigony.com/portfolio/sylvan-foods-frozen-food-company-design/)
20:01:58	110583/110583	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2018:07:47%20GMT	https://sigony.com/why-is-measuring-brand-strategy-success-important/	C:/SITE%20AMPLIO/1/sigony.com/why-is-measuring-brand-strategy-success-important/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:58	110109/110109	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2018:07:47%20GMT	https://sigony.com/how-to-evaluate-brand-strategy-success-effectively/	C:/SITE%20AMPLIO/1/sigony.com/how-to-evaluate-brand-strategy-success-effectively/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:58	110664/110664	---M-Z	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2018:07:52%20GMT	https://sigony.com/what-tools-help-in-measuring-brand-strategy-success/	C:/SITE%20AMPLIO/1/sigony.com/what-tools-help-in-measuring-brand-strategy-success/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:58	98792/98792	---M--	200	added ('OK')	image/jpeg	etag:%22671c5571-181e8%22	https://sigony.com/wp-content/uploads/2024/10/sylvanfoods_video_image_pleaceholder_01.jpg	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/10/sylvanfoods_video_image_pleaceholder_01.jpg	(from https://sigony.com/portfolio/sylvan-foods-frozen-food-company-design/)
20:01:59	111806/111806	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2018:07:50%20GMT	https://sigony.com/how-do-i-start-measuring-brand-strategy-success/	C:/SITE%20AMPLIO/1/sigony.com/how-do-i-start-measuring-brand-strategy-success/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:59	106691/106691	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:01:59%20GMT	https://sigony.com/how-to-evaluate-different-packaging-solutions/	C:/SITE%20AMPLIO/1/sigony.com/how-to-evaluate-different-packaging-solutions/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:59	108410/108410	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2018:07:51%20GMT	https://sigony.com/how-do-packaging-trends-influence-consumer-behavior/	C:/SITE%20AMPLIO/1/sigony.com/how-do-packaging-trends-influence-consumer-behavior/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:01:59	105907/105907	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2017:38:38%20GMT	https://sigony.com/what-is-brand-strategy-success-and-why-measure-it/	C:/SITE%20AMPLIO/1/sigony.com/what-is-brand-strategy-success-and-why-measure-it/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:00	104886/104886	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:12%20GMT	https://sigony.com/what-are-the-top-packaging-design-trends-this-year/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-top-packaging-design-trends-this-year/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:01	10535/10535	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267000858-2927%22	https://sigony.com/wp-content/plugins/salient-social/js/salient-social.js?ver=1.2.5	C:/SITE%20AMPLIO/1/sigony.com/wp-content/plugins/salient-social/js/salient-social54f4.js	(from https://sigony.com/portfolio/sylvan-foods-frozen-food-company-design/)
20:02:02	105530/105530	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:00%20GMT	https://sigony.com/what-are-the-benefits-of-sustainable-packaging/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-benefits-of-sustainable-packaging/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:03	105762/105762	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:00%20GMT	https://sigony.com/what-are-eco-friendly-packaging-options-today/	C:/SITE%20AMPLIO/1/sigony.com/what-are-eco-friendly-packaging-options-today/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:03	104335/104335	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:02%20GMT	https://sigony.com/how-to-choose-the-right-packaging-for-your-product/	C:/SITE%20AMPLIO/1/sigony.com/how-to-choose-the-right-packaging-for-your-product/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:03	7131016/7131016	---M--	200	added ('OK')	video/mp4	etag:%2267056edd-6ccf88%22	https://sigony.com/wp-content/uploads/2024/09/sigony_kismera_small_01.mp4	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/09/sigony_kismera_small_01.mp4	(from https://sigony.com/portfolio/sylvan-foods-frozen-food-company-design/)
20:02:03	11899/11899	---MCZ	200	added ('OK')	text/css	etag:W/%2267000858-2e7b%22	https://sigony.com/wp-content/themes/salient/css/build/blog/auto-masonry-meta-overlaid-spaced.css?ver=17.0.2	C:/SITE%20AMPLIO/1/sigony.com/wp-content/themes/salient/css/build/blog/auto-masonry-meta-overlaid-spacedd8c7.css	(from https://sigony.com/project-type/frozen-foods/)
20:02:03	106475/106475	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:03%20GMT	https://sigony.com/what-are-the-latest-product-packaging-trends/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-latest-product-packaging-trends/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:04	106563/106563	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:13%20GMT	https://sigony.com/common-mistakes-in-responsive-web-design-and-how-to-avoid-them/	C:/SITE%20AMPLIO/1/sigony.com/common-mistakes-in-responsive-web-design-and-how-to-avoid-them/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:04	107342/107342	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:03%20GMT	https://sigony.com/how-do-packaging-trends-impact-brand-identity/	C:/SITE%20AMPLIO/1/sigony.com/how-do-packaging-trends-impact-brand-identity/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:04	105490/105490	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:14%20GMT	https://sigony.com/what-to-consider-when-deciding-on-responsive-web-design/	C:/SITE%20AMPLIO/1/sigony.com/what-to-consider-when-deciding-on-responsive-web-design/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:04	52886/52886	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267000858-ce96%22	https://sigony.com/wp-content/plugins/salient-portfolio/js/third-party/isotope.min.js?ver=7.6	C:/SITE%20AMPLIO/1/sigony.com/wp-content/plugins/salient-portfolio/js/third-party/isotope.mine87d.js	(from https://sigony.com/project-type/frozen-foods/)
20:02:04	107426/107426	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:15%20GMT	https://sigony.com/how-to-choose-the-right-responsive-web-design-service/	C:/SITE%20AMPLIO/1/sigony.com/how-to-choose-the-right-responsive-web-design-service/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:04	106382/106382	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:16%20GMT	https://sigony.com/responsive-web-design-essentials-a-beginners-guide/	C:/SITE%20AMPLIO/1/sigony.com/responsive-web-design-essentials-a-beginners-guide/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:06	55183/55183	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267000858-d78f%22	https://sigony.com/wp-content/plugins/salient-portfolio/js/salient-portfolio.js?ver=1.8	C:/SITE%20AMPLIO/1/sigony.com/wp-content/plugins/salient-portfolio/js/salient-portfolio4b1d.js	(from https://sigony.com/project-type/frozen-foods/)
20:02:06	105486/105486	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:17%20GMT	https://sigony.com/top-benefits-of-adopting-responsive-web-design-today/	C:/SITE%20AMPLIO/1/sigony.com/top-benefits-of-adopting-responsive-web-design-today/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:06	106907/106907	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:18%20GMT	https://sigony.com/is-responsive-web-design-worth-the-cost/	C:/SITE%20AMPLIO/1/sigony.com/is-responsive-web-design-worth-the-cost/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:06	105146/105146	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:19%20GMT	https://sigony.com/responsive-web-design-vs-traditional-design-whats-better/	C:/SITE%20AMPLIO/1/sigony.com/responsive-web-design-vs-traditional-design-whats-better/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:07	105103/105103	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:19%20GMT	https://sigony.com/why-invest-in-responsive-web-design-for-your-business/	C:/SITE%20AMPLIO/1/sigony.com/why-invest-in-responsive-web-design-for-your-business/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:07	2318/2318	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Jan%202025%2023:02:07%20GMT	https://sigony.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsigony.com%2Fportfolio%2Fansmedical-brand-redesign%2F	C:/SITE%20AMPLIO/1/sigony.com/wp-json/oembed/1.0/embedd072.json	(from https://sigony.com/portfolio/ansmedical-brand-redesign/)
20:02:07	106516/106516	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:21%20GMT	https://sigony.com/what-is-responsive-web-design-and-why-is-it-essential/	C:/SITE%20AMPLIO/1/sigony.com/what-is-responsive-web-design-and-why-is-it-essential/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:07	2508/2508	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Jan%202025%2023:02:07%20GMT	https://sigony.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsigony.com%2Fportfolio%2Fansmedical-brand-redesign%2F&format=xml	C:/SITE%20AMPLIO/1/sigony.com/wp-json/oembed/1.0/embedac2f	(from https://sigony.com/portfolio/ansmedical-brand-redesign/)
20:02:07	106275/106275	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:21%20GMT	https://sigony.com/how-does-responsive-web-design-improve-user-experience/	C:/SITE%20AMPLIO/1/sigony.com/how-does-responsive-web-design-improve-user-experience/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:08	105822/105822	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:08%20GMT	https://sigony.com/how-can-ai-enhance-your-brand-identity-efforts/	C:/SITE%20AMPLIO/1/sigony.com/how-can-ai-enhance-your-brand-identity-efforts/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:08	123673/123673	---M--	200	added ('OK')	image/jpeg	etag:%2267000849-1e319%22	https://sigony.com/wp-content/uploads/2024/10/sigony_ansmed_placeholder_02.jpg	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/10/sigony_ansmed_placeholder_02.jpg	(from https://sigony.com/portfolio/ansmedical-brand-redesign/)
20:02:08	105878/105878	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:08%20GMT	https://sigony.com/what-are-common-mistakes-in-building-a-brand-identity/	C:/SITE%20AMPLIO/1/sigony.com/what-are-common-mistakes-in-building-a-brand-identity/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:09	105027/105027	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:09%20GMT	https://sigony.com/how-to-choose-the-right-brand-strategy-for-your-business/	C:/SITE%20AMPLIO/1/sigony.com/how-to-choose-the-right-brand-strategy-for-your-business/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:09	105865/105865	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:22%20GMT	https://sigony.com/what-role-does-packaging-design-play-in-brand-identity/	C:/SITE%20AMPLIO/1/sigony.com/what-role-does-packaging-design-play-in-brand-identity/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:09	638802/638802	---M--	200	added ('OK')	video/mp4	etag:%2266325dc2-9bf52%22	https://sigony.com/wp-content/uploads/2024/04/sigony_ansmed_lab-tech.mp4	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/04/sigony_ansmed_lab-tech.mp4	(from https://sigony.com/portfolio/ansmedical-brand-redesign/)
20:02:09	151614/151614	---M--	200	added ('OK')	image/jpeg	etag:%2266d2944e-2503e%22	https://sigony.com/wp-content/uploads/2024/04/ansmed_techs_01.jpg	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/04/ansmed_techs_01.jpg	(from https://sigony.com/portfolio/ansmedical-brand-redesign/)
20:02:12	104874/104874	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:09%20GMT	https://sigony.com/why-invest-in-a-brand-identity-system/	C:/SITE%20AMPLIO/1/sigony.com/why-invest-in-a-brand-identity-system/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:12	106411/106411	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:10%20GMT	https://sigony.com/what-are-the-benefits-of-a-cohesive-brand-identity/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-benefits-of-a-cohesive-brand-identity/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:12	3251339/3251339	---M--	200	added ('OK')	video/mp4	etag:%2267056bc2-319c8b%22	https://sigony.com/wp-content/uploads/2024/09/ansmed_sigony_tech_small.mp4	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/09/ansmed_sigony_tech_small.mp4	(from https://sigony.com/portfolio/ansmedical-brand-redesign/)
20:02:15	105697/105697	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2019:26:35%20GMT	https://sigony.com/how-does-brand-identity-differ-from-brand-image/	C:/SITE%20AMPLIO/1/sigony.com/how-does-brand-identity-differ-from-brand-image/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:15	106578/106578	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:13%20GMT	https://sigony.com/what-are-the-key-elements-of-a-brand-identity/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-key-elements-of-a-brand-identity/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:15	2006696/2006696	---M--	200	added ('OK')	video/mp4	etag:%2267056a3a-1e9ea8%22	https://sigony.com/wp-content/uploads/2024/09/jaraba_intro_sigony_small.mp4	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/09/jaraba_intro_sigony_small.mp4	(from https://sigony.com/portfolio/ansmedical-brand-redesign/)
20:02:18	105695/105695	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:15%20GMT	https://sigony.com/how-to-build-a-strong-brand-identity-from-scratch/	C:/SITE%20AMPLIO/1/sigony.com/how-to-build-a-strong-brand-identity-from-scratch/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:19	107876/107876	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:16%20GMT	https://sigony.com/how-to-align-your-website-content-strategy-with-your-brand-identity/	C:/SITE%20AMPLIO/1/sigony.com/how-to-align-your-website-content-strategy-with-your-brand-identity/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:21	105907/105907	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:19%20GMT	https://sigony.com/what-is-brand-identity-and-why-is-it-important/	C:/SITE%20AMPLIO/1/sigony.com/what-is-brand-identity-and-why-is-it-important/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:22	105023/105023	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:19%20GMT	https://sigony.com/what-tools-can-help-in-developing-a-website-content-strategy/	C:/SITE%20AMPLIO/1/sigony.com/what-tools-can-help-in-developing-a-website-content-strategy/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:25	107143/107143	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:22%20GMT	https://sigony.com/what-are-common-mistakes-in-website-content-strategy-and-how-to-avoid-them/	C:/SITE%20AMPLIO/1/sigony.com/what-are-common-mistakes-in-website-content-strategy-and-how-to-avoid-them/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:25	104958/104958	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2021:27:23%20GMT	https://sigony.com/how-to-create-a-website-content-strategy-for-beginners/	C:/SITE%20AMPLIO/1/sigony.com/how-to-create-a-website-content-strategy-for-beginners/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:25	4087756/4087756	---M--	200	added ('OK')	video/mp4	etag:%226631455b-3e5fcc%22	https://sigony.com/wp-content/uploads/2024/03/sigony_rudoy-medical_therapy.mp4	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/03/sigony_rudoy-medical_therapy.mp4	(from https://sigony.com/portfolio/ansmedical-brand-redesign/)
20:02:26	105868/105868	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:25%20GMT	https://sigony.com/what-are-the-benefits-of-a-website-content-strategy-for-small-businesses/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-benefits-of-a-website-content-strategy-for-small-businesses/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:26	12705404/12705404	---M--	200	added ('OK')	video/mp4	etag:%2266325dc2-c1de7c%22	https://sigony.com/wp-content/uploads/2024/04/sigony_ansmed_blood-tubes.mp4	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/04/sigony_ansmed_blood-tubes.mp4	(from https://sigony.com/portfolio/ansmedical-brand-redesign/)
20:02:26	106781/106781	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:26%20GMT	https://sigony.com/how-does-a-website-content-strategy-improve-user-engagement/	C:/SITE%20AMPLIO/1/sigony.com/how-does-a-website-content-strategy-improve-user-engagement/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:28	105079/105079	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:26%20GMT	https://sigony.com/what-are-the-key-components-of-an-effective-website-content-strategy/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-key-components-of-an-effective-website-content-strategy/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:28	2518/2518	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Jan%202025%2023:02:26%20GMT	https://sigony.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsigony.com%2Fportfolio%2Fpica-express-food-packaging-design%2F&format=xml	C:/SITE%20AMPLIO/1/sigony.com/wp-json/oembed/1.0/embed0f45	(from https://sigony.com/portfolio/pica-express-food-packaging-design/)
20:02:28	105059/105059	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:27%20GMT	https://sigony.com/how-to-decide-on-brand-colors-for-your-business/	C:/SITE%20AMPLIO/1/sigony.com/how-to-decide-on-brand-colors-for-your-business/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:28	106439/106439	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:28%20GMT	https://sigony.com/what-is-a-website-content-strategy-and-why-do-you-need-it/	C:/SITE%20AMPLIO/1/sigony.com/what-is-a-website-content-strategy-and-why-do-you-need-it/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:30	118358/118358	---M--	200	added ('OK')	image/jpeg	etag:%226700084b-1ce56%22	https://sigony.com/wp-content/uploads/2024/10/sigony_kismera_placeholder_02.jpg	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/10/sigony_kismera_placeholder_02.jpg	(from https://sigony.com/portfolio/pica-express-food-packaging-design/)
20:02:31	104756/104756	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:28%20GMT	https://sigony.com/how-does-color-psychology-influence-consumer-behavior/	C:/SITE%20AMPLIO/1/sigony.com/how-does-color-psychology-influence-consumer-behavior/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:32	105901/105901	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:29%20GMT	https://sigony.com/which-brands-use-color-psychology-effectively/	C:/SITE%20AMPLIO/1/sigony.com/which-brands-use-color-psychology-effectively/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:35	106798/106798	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:30%20GMT	https://sigony.com/what-are-the-benefits-of-color-psychology-in-branding/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-benefits-of-color-psychology-in-branding/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:36	107129/107129	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:30%20GMT	https://sigony.com/how-to-choose-brand-colors-using-psychology/	C:/SITE%20AMPLIO/1/sigony.com/how-to-choose-brand-colors-using-psychology/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:36	107584/107584	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:32%20GMT	https://sigony.com/why-does-color-psychology-matter-in-branding/	C:/SITE%20AMPLIO/1/sigony.com/why-does-color-psychology-matter-in-branding/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:37	109223/109223	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:32%20GMT	https://sigony.com/what-is-color-psychology-in-branding/	C:/SITE%20AMPLIO/1/sigony.com/what-is-color-psychology-in-branding/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:37	106622/106622	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:36%20GMT	https://sigony.com/how-to-measure-the-success-of-your-website-content-strategy/	C:/SITE%20AMPLIO/1/sigony.com/how-to-measure-the-success-of-your-website-content-strategy/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:37	2491/2491	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Jan%202025%2023:02:37%20GMT	https://sigony.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsigony.com%2Fportfolio%2Fkismera-product-label-design%2F&format=xml	C:/SITE%20AMPLIO/1/sigony.com/wp-json/oembed/1.0/embed77f2	(from https://sigony.com/portfolio/kismera-product-label-design/)
20:02:38	107182/107182	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:37%20GMT	https://sigony.com/what-should-i-consider-when-selecting-packaging/	C:/SITE%20AMPLIO/1/sigony.com/what-should-i-consider-when-selecting-packaging/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:38	106651/106651	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:37%20GMT	https://sigony.com/how-does-a-website-content-strategy-impact-seo/	C:/SITE%20AMPLIO/1/sigony.com/how-does-a-website-content-strategy-impact-seo/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:38	88354/88354	---M--	200	added ('OK')	image/jpeg	etag:%226700084b-15922%22	https://sigony.com/wp-content/uploads/2024/10/sigony_ksimera_placeholder_02.jpg	C:/SITE%20AMPLIO/1/sigony.com/wp-content/uploads/2024/10/sigony_ksimera_placeholder_02.jpg	(from https://sigony.com/portfolio/kismera-product-label-design/)
20:02:39	106997/106997	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:38%20GMT	https://sigony.com/what-are-common-mistakes-in-color-psychology-for-branding/	C:/SITE%20AMPLIO/1/sigony.com/what-are-common-mistakes-in-color-psychology-for-branding/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:39	106120/106120	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:38%20GMT	https://sigony.com/what-are-the-best-colors-for-e-commerce-websites/	C:/SITE%20AMPLIO/1/sigony.com/what-are-the-best-colors-for-e-commerce-websites/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
20:02:39	107466/107466	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jan%202025%2023:02:38%20GMT	https://sigony.com/how-to-evaluate-brand-colors-for-emotional-impact/	C:/SITE%20AMPLIO/1/sigony.com/how-to-evaluate-brand-colors-for-emotional-impact/index.html	(from https://sigony.com/nova-news-branding-tactics-articles/)
